Unnamed: 0,제목,URL,신청기간,대상자,선정방법,진행기간,활동목적,참여혜택 및 기대효과,진행절차,운영방식
72,"[대학일자리+] 자소서 하루완성: 2025 상반기 (3월 25, 화, 오전, 인문반)",https://wein.konkuk.ac.kr/ptfol/imng/comprSbjtMngt/icmpNsbjtApl/emplym/findTotPcondInfo.do?encSinbSeq=1e1afe97fc9393bb66084ab6e6e52cfc&intlNsbjtSxnCd=,2025.03.17~2025.03.20,4학년 졸업생 대학원,선착순,2025.03.25 10:00~2025.03.25 11:50,상반기 공채에 지원하는 건국대 재학생 및 졸업생을 대상으로 단시간 안에 효율적으로 자기소개서를 작성해볼 수 있도록 다대일 컨설팅 진행,"- 한정된 시간 내 피드백과 수정을 동시에 진행함으로써 구직 활동에 소요되는 시간에 대한 부담을 완화하고자 함
- 전문 컨설턴트의 피드백을 통해 직무 맞춤형 입사지원서 작성하고자 함","1) 위인전 프로그램 신청
2) 고용24 상담 예약 신청
3) 확정 연락 (문자로 진행 예정)
4) 자기소개서 초안 작성 및 제출 (제출 메일 주소: job@konkuk.ac.kr)
5) 프로그램 당일 현장에서 피드백 및 수정 진행",대면
73,"[대학일자리+] 자소서 하루완성: 2025 상반기 (3월 25일, 화, 오전, 이공반)",https://wein.konkuk.ac.kr/ptfol/imng/comprSbjtMngt/icmpNsbjtApl/emplym/findTotPcondInfo.do?encSinbSeq=26d09288e9b72f2c542214d9c10bb99a&intlNsbjtSxnCd=,2025.03.17~2025.03.20,4학년 졸업생 대학원,선착순,2025.03.25 10:00~2025.03.25 11:50,상반기 공채에 지원하는 건국대 재학생 및 졸업생을 대상으로 단시간 안에 효율적으로 자기소개서를 작성해볼 수 있도록 다대일 컨설팅 진행,"- 한정된 시간 내 피드백과 수정을 동시에 진행함으로써 구직 활동에 소요되는 시간에 대한 부담을 완화하고자 함
- 전문 컨설턴트의 피드백을 통해 직무 맞춤형 입사지원서 작성하고자 함","1) 위인전 프로그램 신청
2) 고용24 상담 예약 신청
3) 확정 연락 (문자로 진행 예정)
4) 자기소개서 초안 작성 및 제출 (제출 메일 주소: job@konkuk.ac.kr)
5) 프로그램 당일 현장에서 피드백 및 수정 진행",대면
74,"[대학일자리+] 자소서 하루완성: 2025 상반기 (3월 26일, 수, 오후, 인문반)",https://wein.konkuk.ac.kr/ptfol/imng/comprSbjtMngt/icmpNsbjtApl/emplym/findTotPcondInfo.do?encSinbSeq=e8d114b300c75a7b79fc4d3c70013d19&intlNsbjtSxnCd=,2025.03.17~2025.03.20,4학년 졸업생 대학원,선착순,2025.03.26 14:00~2025.03.26 15:50,상반기 공채에 지원하는 건국대 재학생 및 졸업생을 대상으로 단시간 안에 효율적으로 자기소개서를 작성해볼 수 있도록 다대일 컨설팅 진행,"- 한정된 시간 내 피드백과 수정을 동시에 진행함으로써 구직 활동에 소요되는 시간에 대한 부담을 완화하고자 함
- 전문 컨설턴트의 피드백을 통해 직무 맞춤형 입사지원서 작성하고자 함","1) 위인전 프로그램 신청
2) 고용24 상담 예약 신청
3) 확정 연락 (문자로 진행 예정)
4) 자기소개서 초안 작성 및 제출 (제출 메일 주소: job@konkuk.ac.kr)
5) 프로그램 당일 현장에서 피드백 및 수정 진행",대면
75,"[대학일자리+] 자소서 하루완성: 2025 상반기 (3월 26일, 수, 오후, 이공반)",https://wein.konkuk.ac.kr/ptfol/imng/comprSbjtMngt/icmpNsbjtApl/emplym/findTotPcondInfo.do?encSinbSeq=27b4d3214cf4b5dad7ce12775768fe3c&intlNsbjtSxnCd=,2025.03.17~2025.03.20,4학년 졸업생 대학원,선착순,2025.03.26 14:00~2025.03.26 15:50,상반기 공채에 지원하는 건국대 재학생 및 졸업생을 대상으로 단시간 안에 효율적으로 자기소개서를 작성해볼 수 있도록 다대일 컨설팅 진행,"- 한정된 시간 내 피드백과 수정을 동시에 진행함으로써 구직 활동에 소요되는 시간에 대한 부담을 완화하고자 함
- 전문 컨설턴트의 피드백을 통해 직무 맞춤형 입사지원서 작성하고자 함","1) 위인전 프로그램 신청
2) 고용24 상담 예약 신청
3) 확정 연락 (문자로 진행 예정)
4) 자기소개서 초안 작성 및 제출 (제출 메일 주소: job@konkuk.ac.kr)
5) 프로그램 당일 현장에서 피드백 및 수정 진행",대면
76,"[대학일자리+] 자소서 하루완성: 2025 상반기 (3월 26일, 수, 오전, 인문반)",https://wein.konkuk.ac.kr/ptfol/imng/comprSbjtMngt/icmpNsbjtApl/emplym/findTotPcondInfo.do?encSinbSeq=3f2f12cb78fc5da2a0e417272a6d674a&intlNsbjtSxnCd=,2025.03.17~2025.03.20,4학년 졸업생 대학원,선착순,2025.03.26 10:00~2025.03.26 11:50,상반기 공채에 지원하는 건국대 재학생 및 졸업생을 대상으로 단시간 안에 효율적으로 자기소개서를 작성해볼 수 있도록 다대일 컨설팅 진행,"- 한정된 시간 내 피드백과 수정을 동시에 진행함으로써 구직 활동에 소요되는 시간에 대한 부담을 완화하고자 함
- 전문 컨설턴트의 피드백을 통해 직무 맞춤형 입사지원서 작성하고자 함","1) 위인전 프로그램 신청
2) 고용24 상담 예약 신청
3) 확정 연락 (문자로 진행 예정)
4) 자기소개서 초안 작성 및 제출 (제출 메일 주소: job@konkuk.ac.kr)
5) 프로그램 당일 현장에서 피드백 및 수정 진행",대면
77,"[대학일자리+] 자소서 하루완성 Night: 2025 상반기 (3월 19일 ,수, A반)",https://wein.konkuk.ac.kr/ptfol/imng/comprSbjtMngt/icmpNsbjtApl/emplym/findTotPcondInfo.do?encSinbSeq=94b876e47dd1409f2e65bfde30481d1e&intlNsbjtSxnCd=,2025.03.11~2025.03.19,4학년 졸업생 대학원,선착순,2025.03.19 19:00~2025.03.19 22:00,"상반기 공채에 지원하는 건국대 재학생 및 졸업생을 대상으로 자기소개서 초안을 기반으로 서류 가독성을 증진하고, 지원자의 역량을 효과적으로 전달 할 수 있도록 1:1 맞춤형 가이드 진행","- 기업 별 문항 분석 및 작성 내용 피드백
- 개인 경험 정리 및 핵심 키워드 도출
- 지원 기업/직무 분석 심화
- 문장 가독성과 논리성 개선","1) 위인전 프로그램 신청
2) 고용24 상담 예약 신청
3) 참여 확정 연락 (문자로 안내)
4) 구글 시트를 활용한 일정 선착순 신청 (문자로 구글 시트 공유)
5) 자기소개서 작성 및 제출
6) 프로그램 당일 피드백 및 수정 진행",비대면
78,"공공분야 진로탐색: 공무원, 공공기관, 산하기관",https://wein.konkuk.ac.kr/ptfol/imng/comprSbjtMngt/icmpNsbjtApl/emplym/findTotPcondInfo.do?encSinbSeq=17fb57d2c08e4646cd053fbb60c3a671&intlNsbjtSxnCd=,2025.02.28~2025.03.19,1학년 2학년 3학년 4학년 졸업생,선착순,2025.03.19 18:00~2025.03.19 19:00,,,,
79,"[대학일자리+] 자소서 하루완성 Night: 2025 상반기 (3월 19일 ,수, B반)",https://wein.konkuk.ac.kr/ptfol/imng/comprSbjtMngt/icmpNsbjtApl/emplym/findTotPcondInfo.do?encSinbSeq=385b503e958328b12d9a571ccf39db8b&intlNsbjtSxnCd=,2025.03.11~2025.03.19,4학년 졸업생 대학원,선착순,2025.03.19 19:00~2025.03.19 22:00,"상반기 공채에 지원하는 건국대 재학생 및 졸업생을 대상으로 자기소개서 초안을 기반으로 서류 가독성을 증진하고, 지원자의 역량을 효과적으로 전달 할 수 있도록 1:1 맞춤형 가이드 진행","- 기업 별 문항 분석 및 작성 내용 피드백
- 개인 경험 정리 및 핵심 키워드 도출
- 지원 기업/직무 분석 심화
- 문장 가독성과 논리성 개선","1) 위인전 프로그램 신청
2) 고용24 상담 예약 신청
3) 참여 확정 연락 (문자로 안내)
4) 구글 시트를 활용한 일정 선착순 신청 (문자로 구글 시트 공유)
5) 자기소개서 작성 및 제출
6) 프로그램 당일 피드백 및 수정 진행",비대면
80,"[대학일자리+] 자소서 하루완성 Night: 2025 상반기 (3월 18일 ,화, A반)",https://wein.konkuk.ac.kr/ptfol/imng/comprSbjtMngt/icmpNsbjtApl/emplym/findTotPcondInfo.do?encSinbSeq=56a1acc00093bd996d464b682b481ed1&intlNsbjtSxnCd=,2025.03.11~2025.03.18,4학년 졸업생 대학원,선착순,2025.03.18 20:00~2025.03.18 22:00,"상반기 공채에 지원하는 건국대 재학생 및 졸업생을 대상으로 자기소개서 초안을 기반으로 서류 가독성을 증진하고, 지원자의 역량을 효과적으로 전달 할 수 있도록 1:1 맞춤형 가이드 진행","- 기업 별 문항 분석 및 작성 내용 피드백
- 개인 경험 정리 및 핵심 키워드 도출
- 지원 기업/직무 분석 심화
- 문장 가독성과 논리성 개선","1) 위인전 프로그램 신청
2) 고용24 상담 예약 신청
3) 참여 확정 연락 (문자로 안내)
4) 구글 시트를 활용한 일정 선착순 신청 (문자로 구글 시트 공유)
5) 자기소개서 작성 및 제출
6) 프로그램 당일 피드백 및 수정 진행",비대면
81,"[대학일자리+] 자소서 하루완성 Night: 2025 상반기 (3월 17일 ,월, A반)",https://wein.konkuk.ac.kr/ptfol/imng/comprSbjtMngt/icmpNsbjtApl/emplym/findTotPcondInfo.do?encSinbSeq=767ae6e772291f8fee5ee391edf8ec97&intlNsbjtSxnCd=,2025.03.11~2025.03.17,4학년 졸업생 대학원,선착순,2025.03.17 19:00~2025.03.17 22:00,"상반기 공채에 지원하는 건국대 재학생 및 졸업생을 대상으로 자기소개서 초안을 기반으로 서류 가독성을 증진하고, 지원자의 역량을 효과적으로 전달 할 수 있도록 1:1 맞춤형 가이드 진행","- 기업 별 문항 분석 및 작성 내용 피드백
- 개인 경험 정리 및 핵심 키워드 도출
- 지원 기업/직무 분석 심화
- 문장 가독성과 논리성 개선","1) 위인전 프로그램 신청
2) 고용24 상담 예약 신청
3) 참여 확정 연락 (문자로 안내)
4) 구글 시트를 활용한 일정 선착순 신청 (문자로 구글 시트 공유)
5) 자기소개서 작성 및 제출
6) 프로그램 당일 피드백 및 수정 진행",비대면
82,"[대학일자리+] 자소서 하루완성 Night: 2025 상반기 (3월 17일 ,월, B반)",https://wein.konkuk.ac.kr/ptfol/imng/comprSbjtMngt/icmpNsbjtApl/emplym/findTotPcondInfo.do?encSinbSeq=6e4ae13221740772520479bc6c8c279e&intlNsbjtSxnCd=,2025.03.11~2025.03.17,4학년 졸업생 대학원,선착순,2025.03.17 19:00~2025.03.17 22:00,"상반기 공채에 지원하는 건국대 재학생 및 졸업생을 대상으로 자기소개서 초안을 기반으로 서류 가독성을 증진하고, 지원자의 역량을 효과적으로 전달 할 수 있도록 1:1 맞춤형 가이드 진행","- 기업 별 문항 분석 및 작성 내용 피드백
- 개인 경험 정리 및 핵심 키워드 도출
- 지원 기업/직무 분석 심화
- 문장 가독성과 논리성 개선","1) 위인전 프로그램 신청
2) 고용24 상담 예약 신청
3) 참여 확정 연락 (문자로 안내)
4) 구글 시트를 활용한 일정 선착순 신청 (문자로 구글 시트 공유)
5) 자기소개서 작성 및 제출
6) 프로그램 당일 피드백 및 수정 진행",비대면
83,"[대학일자리+] 자소서 하루완성 Night: 2025 상반기 (3월 14일 ,금, A반)",https://wein.konkuk.ac.kr/ptfol/imng/comprSbjtMngt/icmpNsbjtApl/emplym/findTotPcondInfo.do?encSinbSeq=0a9927d50ae33fa6f5af2919bc4829cc&intlNsbjtSxnCd=,2025.03.11~2025.03.14,4학년 졸업생 대학원,선착순,2025.03.14 19:00~2025.03.14 22:00,"상반기 공채에 지원하는 건국대 재학생 및 졸업생을 대상으로 자기소개서 초안을 기반으로 서류 가독성을 증진하고, 지원자의 역량을 효과적으로 전달 할 수 있도록 1:1 맞춤형 가이드 진행","- 기업 별 문항 분석 및 작성 내용 피드백
- 개인 경험 정리 및 핵심 키워드 도출
- 지원 기업/직무 분석 심화
- 문장 가독성과 논리성 개선","1) 위인전 프로그램 신청
2) 고용24 상담 예약 신청
3) 참여 확정 연락 (문자로 안내)
4) 구글 시트를 활용한 일정 선착순 신청 (문자로 구글 시트 공유)
5) 자기소개서 작성 및 제출
6) 프로그램 당일 피드백 및 수정 진행",비대면
84,[대학일자리+] 2025 상반기 채용대비 입사지원서 작성 프로그램 (삼성그룹),https://wein.konkuk.ac.kr/ptfol/imng/comprSbjtMngt/icmpNsbjtApl/emplym/findTotPcondInfo.do?encSinbSeq=cb7a98bb4b668be78b4e9bb230ed0a34&intlNsbjtSxnCd=,2025.02.28~2025.03.14,3학년 4학년 졸업생,선발,2025.03.07 00:00~2025.03.21 00:00,"목표 기업 입사지원서 제출을 앞두고 있는 재학생들에게 특강, 개별 컨설팅을 제공함으로써 취업 역량 강화 및 합격률 제고","삼성그룹 공채 입사지원서 작성을 위한 특강, 1:1 자소서 컨설팅",구글폼 신청서 제출 https://forms.gle/qitNKWnGMjniAmNHA   -> 3/7 온라인 줌 특강 참석 (제한없이 참석 가능) -> 특강 참석자 중 25명 선발하여 온라인 1:1 컨설팅 제공,
85,"[대학일자리+] 자소서 하루완성 Night: 2025 상반기 (3월 14일 ,금, B반)",https://wein.konkuk.ac.kr/ptfol/imng/comprSbjtMngt/icmpNsbjtApl/emplym/findTotPcondInfo.do?encSinbSeq=d9e1db68092d7d8f5be01ff86d7983da&intlNsbjtSxnCd=,2025.03.11~2025.03.14,4학년 졸업생 대학원,선착순,2025.03.14 19:00~2025.03.14 22:00,"상반기 공채에 지원하는 건국대 재학생 및 졸업생을 대상으로 자기소개서 초안을 기반으로 서류 가독성을 증진하고, 지원자의 역량을 효과적으로 전달 할 수 있도록 1:1 맞춤형 가이드 진행","- 기업 별 문항 분석 및 작성 내용 피드백
- 개인 경험 정리 및 핵심 키워드 도출
- 지원 기업/직무 분석 심화
- 문장 가독성과 논리성 개선","1) 위인전 프로그램 신청
2) 고용24 상담 예약 신청
3) 참여 확정 연락 (문자로 안내)
4) 구글 시트를 활용한 일정 선착순 신청 (문자로 구글 시트 공유)
5) 자기소개서 작성 및 제출
6) 프로그램 당일 피드백 및 수정 진행",비대면
86,"[대학일자리+] 자소서 하루완성 Night: 2025 상반기 (3월 13일 ,목, A반)",https://wein.konkuk.ac.kr/ptfol/imng/comprSbjtMngt/icmpNsbjtApl/emplym/findTotPcondInfo.do?encSinbSeq=4e919d91c99d91dd759707b5ade9898c&intlNsbjtSxnCd=,2025.03.11~2025.03.13,4학년 졸업생 대학원,선착순,2025.03.13 19:00~2025.03.13 22:00,"상반기 공채에 지원하는 건국대 재학생 및 졸업생을 대상으로 자기소개서 초안을 기반으로 서류 가독성을 증진하고, 지원자의 역량을 효과적으로 전달 할 수 있도록 1:1 맞춤형 가이드 진행","- 기업 별 문항 분석 및 작성 내용 피드백
- 개인 경험 정리 및 핵심 키워드 도출
- 지원 기업/직무 분석 심화
- 문장 가독성과 논리성 개선","1) 위인전 프로그램 신청
2) 고용24 상담 예약 신청
3) 참여 확정 연락 (문자로 안내)
4) 구글 시트를 활용한 일정 선착순 신청 (문자로 구글 시트 공유)
5) 자기소개서 작성 및 제출
6) 프로그램 당일 피드백 및 수정 진행",비대면
87,"[대학일자리+] 자소서 하루완성: 2025 상반기 (3월 19일, 수, 오후, 인문반)",https://wein.konkuk.ac.kr/ptfol/imng/comprSbjtMngt/icmpNsbjtApl/emplym/findTotPcondInfo.do?encSinbSeq=4031ffab1f362f0e4358b6abb4b9bee4&intlNsbjtSxnCd=,2025.03.10~2025.03.13,4학년 졸업생 대학원,선착순,2025.03.19 14:00~2025.03.19 15:50,상반기 공채에 지원하는 건국대 재학생 및 졸업생을 대상으로 단시간 안에 효율적으로 자기소개서를 작성해볼 수 있도록 다대일 컨설팅 진행,"- 한정된 시간 내 피드백과 수정을 동시에 진행함으로써 구직 활동에 소요되는 시간에 대한 부담을 완화하고자 함
- 전문 컨설턴트의 피드백을 통해 직무 맞춤형 입사지원서 작성하고자 함","1) 위인전 프로그램 신청
2) 고용24 상담 예약 신청
3) 확정 연락 (문자로 진행 예정)
4) 자기소개서 초안 작성 및 제출 (제출 메일 주소: job@konkuk.ac.kr)
5) 프로그램 당일 현장에서 피드백 및 수정 진행",대면
88,"[대학일자리+] 자소서 하루완성: 2025 상반기 (3월 19일, 수, 오후, 이공반)",https://wein.konkuk.ac.kr/ptfol/imng/comprSbjtMngt/icmpNsbjtApl/emplym/findTotPcondInfo.do?encSinbSeq=0fa94c5d955e24c04b29dde53cf47d4d&intlNsbjtSxnCd=,2025.03.10~2025.03.13,4학년 졸업생 대학원,선착순,2025.03.19 14:00~2025.03.19 15:50,상반기 공채에 지원하는 건국대 재학생 및 졸업생을 대상으로 단시간 안에 효율적으로 자기소개서를 작성해볼 수 있도록 다대일 컨설팅 진행,"- 한정된 시간 내 피드백과 수정을 동시에 진행함으로써 구직 활동에 소요되는 시간에 대한 부담을 완화하고자 함
- 전문 컨설턴트의 피드백을 통해 직무 맞춤형 입사지원서 작성하고자 함","1) 위인전 프로그램 신청
2) 고용24 상담 예약 신청
3) 확정 연락 (문자로 진행 예정)
4) 자기소개서 초안 작성 및 제출 (제출 메일 주소: job@konkuk.ac.kr)
5) 프로그램 당일 현장에서 피드백 및 수정 진행",대면
89,"[대학일자리+] 자소서 하루완성: 2025 상반기 (3월 19일, 수, 오전, 인문반)",https://wein.konkuk.ac.kr/ptfol/imng/comprSbjtMngt/icmpNsbjtApl/emplym/findTotPcondInfo.do?encSinbSeq=f413f28b46627a0d0beac1615f193cc3&intlNsbjtSxnCd=,2025.03.10~2025.03.13,4학년 졸업생 대학원,선착순,2025.03.19 10:00~2025.03.19 11:50,상반기 공채에 지원하는 건국대 재학생 및 졸업생을 대상으로 단시간 안에 효율적으로 자기소개서를 작성해볼 수 있도록 다대일 컨설팅 진행,"- 한정된 시간 내 피드백과 수정을 동시에 진행함으로써 구직 활동에 소요되는 시간에 대한 부담을 완화하고자 함
- 전문 컨설턴트의 피드백을 통해 직무 맞춤형 입사지원서 작성하고자 함","1) 위인전 프로그램 신청
2) 고용24 상담 예약 신청
3) 확정 연락 (문자로 진행 예정)
4) 자기소개서 초안 작성 및 제출 (제출 메일 주소: job@konkuk.ac.kr)
5) 프로그램 당일 현장에서 피드백 및 수정 진행",대면
90,"[대학일자리+] 자소서 하루완성: 2025 상반기 (3월 19일, 수, 오전, 이공반)",https://wein.konkuk.ac.kr/ptfol/imng/comprSbjtMngt/icmpNsbjtApl/emplym/findTotPcondInfo.do?encSinbSeq=b0804248aab799139c5ca369de4827e7&intlNsbjtSxnCd=,2025.03.10~2025.03.13,4학년 졸업생 대학원,선착순,2025.03.19 10:00~2025.03.19 11:50,상반기 공채에 지원하는 건국대 재학생 및 졸업생을 대상으로 단시간 안에 효율적으로 자기소개서를 작성해볼 수 있도록 다대일 컨설팅 진행,"- 한정된 시간 내 피드백과 수정을 동시에 진행함으로써 구직 활동에 소요되는 시간에 대한 부담을 완화하고자 함
- 전문 컨설턴트의 피드백을 통해 직무 맞춤형 입사지원서 작성하고자 함","1) 위인전 프로그램 신청
2) 고용24 상담 예약 신청
3) 확정 연락 (문자로 진행 예정)
4) 자기소개서 초안 작성 및 제출 (제출 메일 주소: job@konkuk.ac.kr)
5) 프로그램 당일 현장에서 피드백 및 수정 진행",대면
91,"[대학일자리+] 자소서 하루완성: 2025 상반기 (3월 18일, 화, 오후, 인문반)",https://wein.konkuk.ac.kr/ptfol/imng/comprSbjtMngt/icmpNsbjtApl/emplym/findTotPcondInfo.do?encSinbSeq=8a76f7153fabee486826021b0457325d&intlNsbjtSxnCd=,2025.03.10~2025.03.13,4학년 졸업생 대학원,선착순,2025.03.18 14:00~2025.03.18 15:50,상반기 공채에 지원하는 건국대 재학생 및 졸업생을 대상으로 단시간 안에 효율적으로 자기소개서를 작성해볼 수 있도록 다대일 컨설팅 진행,"- 한정된 시간 내 피드백과 수정을 동시에 진행함으로써 구직 활동에 소요되는 시간에 대한 부담을 완화하고자 함
- 전문 컨설턴트의 피드백을 통해 직무 맞춤형 입사지원서 작성하고자 함","1) 위인전 프로그램 신청
2) 고용24 상담 예약 신청
3) 확정 연락 (문자로 진행 예정)
4) 자기소개서 초안 작성 및 제출 (제출 메일 주소: job@konkuk.ac.kr)
5) 프로그램 당일 현장에서 피드백 및 수정 진행",대면
92,"[대학일자리+] 자소서 하루완성: 2025 상반기 (3월 18일, 화, 오후, 이공반)",https://wein.konkuk.ac.kr/ptfol/imng/comprSbjtMngt/icmpNsbjtApl/emplym/findTotPcondInfo.do?encSinbSeq=5c5a072a8751d5f794651f4e25338ef6&intlNsbjtSxnCd=,2025.03.10~2025.03.13,4학년 졸업생 대학원,선착순,2025.03.18 14:00~2025.03.18 15:50,상반기 공채에 지원하는 건국대 재학생 및 졸업생을 대상으로 단시간 안에 효율적으로 자기소개서를 작성해볼 수 있도록 다대일 컨설팅 진행,"- 한정된 시간 내 피드백과 수정을 동시에 진행함으로써 구직 활동에 소요되는 시간에 대한 부담을 완화하고자 함
- 전문 컨설턴트의 피드백을 통해 직무 맞춤형 입사지원서 작성하고자 함","1) 위인전 프로그램 신청
2) 고용24 상담 예약 신청
3) 확정 연락 (문자로 진행 예정)
4) 자기소개서 초안 작성 및 제출 (제출 메일 주소: job@konkuk.ac.kr)
5) 프로그램 당일 현장에서 피드백 및 수정 진행",대면
93,"[대학일자리+] 자소서 하루완성: 2025 상반기 (3월 18일, 화, 오전, 인문반)",https://wein.konkuk.ac.kr/ptfol/imng/comprSbjtMngt/icmpNsbjtApl/emplym/findTotPcondInfo.do?encSinbSeq=e0a68f3e274302e5306abec1019a9112&intlNsbjtSxnCd=,2025.03.10~2025.03.13,4학년 졸업생 대학원,선착순,2025.03.18 10:00~2025.03.18 11:50,상반기 공채에 지원하는 건국대 재학생 및 졸업생을 대상으로 단시간 안에 효율적으로 자기소개서를 작성해볼 수 있도록 다대일 컨설팅 진행,"- 한정된 시간 내 피드백과 수정을 동시에 진행함으로써 구직 활동에 소요되는 시간에 대한 부담을 완화하고자 함
- 전문 컨설턴트의 피드백을 통해 직무 맞춤형 입사지원서 작성하고자 함","1) 위인전 프로그램 신청
2) 고용24 상담 예약 신청
3) 확정 연락 (문자로 진행 예정)
4) 자기소개서 초안 작성 및 제출 (제출 메일 주소: job@konkuk.ac.kr)
5) 프로그램 당일 현장에서 피드백 및 수정 진행",대면
94,"[대학일자리+] 자소서 하루완성: 2025 상반기 (3월 18일, 화, 오전, 이공반)",https://wein.konkuk.ac.kr/ptfol/imng/comprSbjtMngt/icmpNsbjtApl/emplym/findTotPcondInfo.do?encSinbSeq=d7805a8a5a6164c98e5da90b0295e9c5&intlNsbjtSxnCd=,2025.03.10~2025.03.13,4학년 졸업생 대학원,선착순,2025.03.18 10:00~2025.03.18 11:50,상반기 공채에 지원하는 건국대 재학생 및 졸업생을 대상으로 단시간 안에 효율적으로 자기소개서를 작성해볼 수 있도록 다대일 컨설팅 진행,"- 한정된 시간 내 피드백과 수정을 동시에 진행함으로써 구직 활동에 소요되는 시간에 대한 부담을 완화하고자 함
- 전문 컨설턴트의 피드백을 통해 직무 맞춤형 입사지원서 작성하고자 함","1) 위인전 프로그램 신청
2) 고용24 상담 예약 신청
3) 확정 연락 (문자로 진행 예정)
4) 자기소개서 초안 작성 및 제출 (제출 메일 주소: job@konkuk.ac.kr)
5) 프로그램 당일 현장에서 피드백 및 수정 진행",대면
95,"[대학일자리+] 자소서 하루완성 Night: 2025 상반기 (3월 13일 ,목, B반)",https://wein.konkuk.ac.kr/ptfol/imng/comprSbjtMngt/icmpNsbjtApl/emplym/findTotPcondInfo.do?encSinbSeq=5249e33bd59f91f4997ef5e835ebb85a&intlNsbjtSxnCd=,2025.03.11~2025.03.13,4학년 졸업생 대학원,선착순,2025.03.13 19:00~2025.03.13 22:00,"상반기 공채에 지원하는 건국대 재학생 및 졸업생을 대상으로 자기소개서 초안을 기반으로 서류 가독성을 증진하고, 지원자의 역량을 효과적으로 전달 할 수 있도록 1:1 맞춤형 가이드 진행","- 기업 별 문항 분석 및 작성 내용 피드백
- 개인 경험 정리 및 핵심 키워드 도출
- 지원 기업/직무 분석 심화
- 문장 가독성과 논리성 개선","1) 위인전 프로그램 신청
2) 고용24 상담 예약 신청
3) 참여 확정 연락 (문자로 안내)
4) 구글 시트를 활용한 일정 선착순 신청 (문자로 구글 시트 공유)
5) 자기소개서 작성 및 제출
6) 프로그램 당일 피드백 및 수정 진행",비대면
96,"[대학일자리+] 자소서 하루완성: 2025 상반기 (3월 11일, 화, 오전, 인문반)",https://wein.konkuk.ac.kr/ptfol/imng/comprSbjtMngt/icmpNsbjtApl/emplym/findTotPcondInfo.do?encSinbSeq=a1c51cac0d7768cbe05961bccdda9f8f&intlNsbjtSxnCd=,2025.03.03~2025.03.09,4학년 졸업생 대학원,선착순,2025.03.11 10:00~2025.03.11 11:50,상반기 공채에 지원하는 건국대 재학생 및 졸업생을 대상으로 단시간 안에 효율적으로 자기소개서를 작성해볼 수 있도록 다대일 컨설팅 진행,"- 한정된 시간 내 피드백과 수정을 동시에 진행함으로써 구직 활동에 소요되는 시간에 대한 부담을 완화하고자 함
- 전문 컨설턴트의 피드백을 통해 직무 맞춤형 입사지원서 작성하고자 함","1) 위인전 프로그램 신청
2) 고용24 상담 예약 신청
3) 확정 연락 (문자로 진행 예정)
4) 자기소개서 초안 작성 및 제출 (제출 메일 주소: job@konkuk.ac.kr)
5) 프로그램 당일 현장에서 피드백 및 수정 진행",대면
97,"[대학일자리+] 자소서 하루완성: 2025 상반기 (3월 11일, 화, 오전, 이공반)",https://wein.konkuk.ac.kr/ptfol/imng/comprSbjtMngt/icmpNsbjtApl/emplym/findTotPcondInfo.do?encSinbSeq=1bb5fa1485d11081c15b6ab07123bd37&intlNsbjtSxnCd=,2025.03.03~2025.03.09,4학년 졸업생 대학원,선착순,2025.03.11 10:00~2025.03.11 11:50,상반기 공채에 지원하는 건국대 재학생 및 졸업생을 대상으로 단시간 안에 효율적으로 자기소개서를 작성해볼 수 있도록 다대일 컨설팅 진행,"- 한정된 시간 내 피드백과 수정을 동시에 진행함으로써 구직 활동에 소요되는 시간에 대한 부담을 완화하고자 함
- 전문 컨설턴트의 피드백을 통해 직무 맞춤형 입사지원서 작성하고자 함","1) 위인전 프로그램 신청
2) 고용24 상담 예약 신청
3) 확정 연락 (문자로 진행 예정)
4) 자기소개서 초안 작성 및 제출 (제출 메일 주소: job@konkuk.ac.kr)
5) 프로그램 당일 현장에서 피드백 및 수정 진행",대면
98,"[대학일자리+] 자소서 하루완성: 2025 상반기 (3월 12일, 수, 오후, 인문반)",https://wein.konkuk.ac.kr/ptfol/imng/comprSbjtMngt/icmpNsbjtApl/emplym/findTotPcondInfo.do?encSinbSeq=17ef2da0c457b757789c60e743dbf4e8&intlNsbjtSxnCd=,2025.03.03~2025.03.09,4학년 졸업생 대학원,선착순,2025.03.12 14:00~2025.03.12 15:50,상반기 공채에 지원하는 건국대 재학생 및 졸업생을 대상으로 단시간 안에 효율적으로 자기소개서를 작성해볼 수 있도록 다대일 컨설팅 진행,"- 한정된 시간 내 피드백과 수정을 동시에 진행함으로써 구직 활동에 소요되는 시간에 대한 부담을 완화하고자 함
- 전문 컨설턴트의 피드백을 통해 직무 맞춤형 입사지원서 작성하고자 함","1) 위인전 프로그램 신청
2) 고용24 상담 예약 신청
3) 확정 연락 (문자로 진행 예정)
4) 자기소개서 초안 작성 및 제출 (제출 메일 주소: job@konkuk.ac.kr)
5) 프로그램 당일 현장에서 피드백 및 수정 진행",대면
